PUBID,gender,ENROLLSTAT_2009,CV_HH_SIZE_2009,CV_HIGHEST_DEGREE_2009,marital_status_2009,BIO_CHILD_HH_2009,URBAN-RURAL_2009,income_2009,health_2009,T_2009,y_2009,ENROLLSTAT_2010,CV_HH_SIZE_2010,CV_HIGHEST_DEGREE_2010,marital_status_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,income_2010,health_2010,T_2010,y_2010,CVC_HOURS_WK_YR_ALL_2009,CVC_HOURS_WK_YR_ALL_2010
121,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1520,1880
122,1,3,4,2,2,-4,1,25000,2,2,6,3,3,2,2,-4,1,26000,3,3,4,2040,2080
123,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
124,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
125,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
126,1,3,3,2,1,1,1,60000,4,1,4,3,3,2,1,1,1,55000,4,1,0,2236,2281
127,2,6,3,4,2,-4,1,45000,2,5,8,6,2,4,1,-4,1,50000,2,5,8,2905,2935
128,2,6,1,4,2,-4,1,60000,3,4,6,6,1,4,2,-4,1,50000,3,6,8,2080,2445
129,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
130,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,1720
131,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
132,1,6,4,4,2,-4,1,52000,1,6,8,6,2,4,3,-4,1,55000,1,5,9,2080,2080
133,1,6,4,4,2,-4,1,67500,1,6,7,6,4,4,2,-4,1,130254,1,6,7,2340,2590
134,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
135,1,7,2,5,3,-4,1,48000,3,6,8,7,2,5,3,-4,1,50000,2,6,8,1855,2080
136,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
137,2,2,4,1,3,2,1,20000,1,4,6,2,4,1,3,2,1,11000,2,3,6,1990,1865
138,1,9,3,2,2,-4,1,10000,2,6,7,9,3,2,2,-4,1,-4,1,6,-2,33,0
139,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
140,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,280,-4
141,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
142,2,4,5,2,4,1,1,42000,3,6,5,4,5,2,8,1,1,42000,2,6,5,2100,2325
143,1,9,5,2,3,2,1,45000,1,6,8,10,6,2,3,3,1,48000,1,5,5,0,0
144,1,4,2,2,2,2,1,33000,2,3,6,4,5,2,2,0,1,19000,4,5,6,960,1720
145,1,10,4,3,2,-4,1,42000,2,4,6,10,4,3,2,-4,1,43000,2,6,6,2116,1807
146,1,3,3,2,2,-4,1,-2,2,3,7,3,3,2,2,-4,1,30000,2,3,6,2812,2080
147,2,4,1,2,2,-4,1,-4,3,6,2,4,1,2,2,-4,1,-4,2,-2,5,-3,-3
148,2,2,2,1,2,1,1,-2,2,1,6,2,2,1,2,1,1,-2,3,1,7,1045,0
149,2,4,1,2,2,-4,1,5800,1,1,7,4,5,2,2,-4,1,-4,4,1,8,860,0
150,1,10,1,2,2,-4,1,17000,3,3,8,10,1,2,2,-4,1,4,2,1,10,1770,-3
151,2,4,6,2,2,-4,1,37000,2,5,7,4,1,2,2,-4,1,40000,1,3,6,-3,-3
152,1,3,3,2,2,1,1,-2,1,3,3,3,3,2,2,1,1,12500,1,6,6,1040,1770
153,2,3,7,2,2,4,1,-4,3,4,8,3,7,2,2,4,1,-4,3,6,8,0,0
154,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
155,1,6,1,4,2,-4,1,121993,2,6,6,6,1,4,2,-4,1,130254,1,6,6,3630,3120
156,1,7,1,7,2,-4,1,30000,2,6,7,7,1,7,2,-4,1,50000,1,6,7,780,3380
157,2,6,2,4,3,-4,1,23675,3,3,6,6,3,4,3,1,1,49000,3,3,6,1775,1260
158,1,6,5,4,2,-4,1,56000,2,6,5,6,2,4,2,-4,1,51000,2,6,4,2600,2720
159,2,4,9,2,-3,-4,1,32000,1,5,6,4,8,2,3,-4,1,25000,1,6,9,830,742
160,2,9,3,1,1,1,1,-2,3,4,8,4,3,1,1,1,1,-2,1,6,8,2725,2230
161,1,1,1,0,2,0,1,-4,3,1,7,1,1,0,2,0,1,-4,3,1,8,0,0
162,2,6,4,4,7,2,1,45000,2,4,4,10,5,4,7,-3,1,41066,2,6,5,1924,1924
163,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,2,2,-4,1,-4,2,1,8,0,0
164,2,4,6,2,4,1,1,43500,1,6,6,4,6,2,4,1,1,44500,2,6,6,2080,2040
165,1,6,3,4,3,1,1,121993,1,6,7,6,4,4,3,2,1,130254,2,6,7,2340,2346
166,2,6,4,4,2,-4,1,121993,1,3,8,6,4,4,2,-4,1,130254,1,6,8,2080,2160
167,1,3,3,2,2,-4,1,-4,4,1,8,3,3,2,2,-4,1,-4,3,1,9,0,0
168,1,3,2,2,3,-4,1,24000,1,5,8,3,2,2,3,-4,1,-2,1,4,6,2615,2135
169,2,2,5,1,1,2,1,10000,3,3,8,2,5,1,1,-3,1,-4,1,3,6,0,0
170,2,4,2,2,2,-4,1,31000,3,6,7,4,2,2,1,-4,1,27000,3,3,7,2040,1640
171,2,4,3,2,3,1,1,22000,2,6,6,4,3,2,3,1,0,17000,3,4,6,2080,2080
172,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3120,3120
173,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
174,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1560,1905
175,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,420,-4
176,1,6,7,4,2,-4,1,59000,1,6,6,6,2,4,3,-4,1,68000,1,6,8,2308,2179
177,2,7,4,5,3,-4,1,58340,2,5,6,11,2,5,3,-4,1,52000,1,6,7,1720,2080
178,2,7,2,5,3,-4,2,42000,1,6,7,7,2,5,3,-4,1,40500,1,4,7,1720,2704
179,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
180,1,6,2,4,3,-4,1,-4,2,3,7,6,3,4,3,1,1,-1,1,6,6,2860,2815
181,2,7,2,5,3,-4,0,48000,2,6,6,11,2,5,3,-4,1,47000,2,6,8,2252,1750
182,2,6,2,4,1,-4,1,78000,2,6,7,6,2,4,1,-4,1,130254,2,6,7,2810,2620
183,2,6,3,4,2,-4,1,31000,2,6,5,6,3,4,2,-4,1,30000,2,6,5,-3,2540
184,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
185,1,3,1,2,2,-4,1,-4,1,3,8,3,1,2,2,-4,1,-4,1,1,12,328,154
186,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
187,1,6,3,4,3,1,1,36000,1,3,4,6,3,4,3,1,1,46000,1,6,7,0,0
188,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
189,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
190,1,2,2,1,2,-4,1,20000,3,1,6,2,2,1,2,-4,1,2500,1,2,6,480,800
191,1,3,2,2,2,1,2,20000,3,3,0,3,3,2,3,1,0,22000,3,4,7,848,2672
192,2,4,4,2,2,3,1,24000,2,6,6,4,4,2,2,3,1,30700,3,4,6,2065,1530
193,2,3,4,2,7,2,1,15000,2,3,8,3,3,2,8,2,1,40000,3,4,8,1820,1400
194,2,9,4,2,1,2,1,29500,2,6,6,9,4,2,3,2,1,37500,2,5,6,2339,2096
195,1,4,2,2,2,0,1,-2,2,4,10,4,3,2,1,1,1,-2,2,4,6,1560,1970
196,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
197,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,2080
198,2,3,4,2,1,1,1,15000,2,6,6,3,3,2,1,1,1,-2,2,5,8,-3,1266
199,1,6,3,4,2,-4,1,-2,1,4,10,6,1,4,2,-4,2,15000,1,6,8,1359,1654
200,1,4,4,2,3,-4,1,-4,2,1,5,4,4,2,3,-4,1,22500,2,3,5,640,752
201,2,6,3,4,2,-4,1,35000,3,6,7,6,2,4,1,-4,1,15000,3,6,7,830,1413
202,1,2,4,1,3,2,1,60000,2,5,7,2,4,1,3,2,1,0,1,1,8,1095,1640
203,2,6,2,4,3,-4,1,50000,2,6,7,6,2,4,3,-4,1,55000,2,6,7,2340,2115
204,2,10,3,2,3,1,1,40000,2,6,5,10,3,2,3,1,1,42000,3,6,5,2340,2400
205,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2340
206,1,10,5,4,2,-4,1,36000,3,6,6,10,5,4,2,-4,1,38000,3,6,7,1300,1874
207,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,1080
208,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,1248
209,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
210,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
211,2,6,4,4,3,2,1,-1,2,6,6,6,4,4,3,2,1,-1,2,6,4,2056,1505
212,1,2,7,1,3,3,1,53000,2,6,7,2,8,1,3,4,1,61000,3,6,7,2428,2600
213,2,5,3,3,3,1,1,38000,2,4,6,5,3,3,3,1,1,32000,2,3,6,2860,1265
214,2,4,5,2,2,-4,1,80000,1,6,5,4,5,2,2,-4,1,63000,2,6,5,2072,1976
215,1,9,1,2,2,-4,0,-2,3,6,6,9,1,2,2,-4,0,34000,2,6,7,2300,2340
216,2,9,5,1,3,2,1,32000,3,6,6,9,5,1,3,2,1,32000,3,6,7,1560,1560
217,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2912,2051
218,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
219,1,6,3,4,2,-4,1,24000,1,6,7,6,3,4,2,-4,1,22000,1,6,7,1960,1623
220,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
221,2,5,3,3,1,1,1,23000,2,5,6,5,3,3,1,1,1,32000,2,4,6,2040,2080
222,1,5,4,3,2,-4,1,40000,2,6,5,5,4,3,2,-4,1,-2,2,6,5,2080,2120
223,1,10,4,2,2,-4,1,-2,1,5,7,9,4,2,2,-4,1,-2,2,6,7,2080,200
224,2,3,2,2,1,-4,1,30000,2,6,7,3,2,2,3,-4,1,36000,2,6,7,2080,2059
225,1,3,2,2,3,-4,1,46000,2,6,4,3,2,2,3,-4,1,63000,2,6,5,3196,3172
226,2,4,2,2,6,1,1,-2,3,1,12,4,2,2,6,1,1,-2,4,1,8,344,2107
227,2,1,1,0,2,0,0,-2,4,3,6,1,1,0,2,-3,1,-2,2,1,8,320,680
228,1,10,3,3,2,-4,1,30000,2,4,5,10,3,3,2,-4,1,30000,2,6,5,-3,1090
229,2,6,5,4,1,-4,1,-2,1,3,6,6,5,4,1,-4,1,42000,1,3,6,-3,-3
230,1,6,4,4,2,-4,1,20000,2,6,7,6,4,4,2,-4,1,40000,2,6,7,1400,2125
231,1,4,1,1,6,0,1,-4,4,3,6,4,1,1,6,0,1,-4,1,2,8,0,0
232,1,9,2,2,2,-4,1,38000,1,3,8,10,2,3,2,-4,1,-2,2,3,8,-3,-3
233,1,4,5,2,1,2,1,-2,2,5,8,4,5,2,1,2,1,25000,2,5,8,2080,2084
234,2,3,3,2,1,1,1,-4,2,2,7,3,3,2,1,1,1,-2,3,6,6,1680,2080
235,2,6,1,4,2,-4,1,60000,2,5,5,6,1,4,2,-4,1,50000,1,4,7,3260,1950
236,2,5,1,3,2,-4,1,-2,1,5,5,5,1,3,2,-4,1,-2,2,5,7,3624,3320
237,1,6,5,4,2,-4,1,25000,2,6,6,6,5,4,2,-4,1,35000,2,6,7,1360,2080
238,2,6,1,4,2,-4,1,-4,3,6,8,6,2,4,2,-4,1,-4,2,6,8,0,0
239,1,4,1,2,2,-4,1,10000,1,5,8,4,1,2,2,-4,1,8000,2,4,8,480,192
240,2,6,2,4,2,-4,1,50000,2,5,6,6,2,4,2,-4,1,45000,1,6,7,2795,2600
241,2,11,6,4,2,-4,1,-4,1,4,5,11,6,4,2,-4,1,26000,2,6,8,-3,1795
242,1,10,5,2,2,-4,1,44000,3,6,4,4,5,2,2,-4,1,58000,1,6,5,2251,2328
243,2,4,3,2,3,1,1,-4,3,6,8,4,3,2,3,1,1,-4,3,5,7,0,0
244,1,4,6,2,2,-4,1,35000,3,6,6,4,6,2,2,-4,1,-2,2,6,7,1960,2180
245,2,7,5,5,2,-4,1,-4,1,6,6,7,5,5,2,-4,1,-2,1,4,8,180,2130
246,1,7,2,5,2,-4,1,-1,1,6,7,7,2,5,2,-4,1,70000,1,6,7,2080,2080
247,1,6,3,4,2,-4,1,46500,3,3,6,6,3,4,2,-4,1,46000,4,6,5,3640,2820
248,2,6,3,4,2,-4,1,35000,3,6,9,6,2,4,2,-4,1,52000,2,6,9,2730,2460
249,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2600
250,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
251,1,6,4,4,2,-4,1,50000,1,6,9,6,4,4,2,-4,1,55000,1,6,10,3170,3540
252,2,11,4,2,2,-4,1,12000,3,6,6,7,3,5,2,-4,1,17000,2,6,7,-3,1720
253,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
254,1,4,2,2,2,-4,1,65000,3,6,8,4,1,2,2,-4,1,55000,2,4,8,8736,8568
255,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3020,2320
256,1,2,4,1,2,-4,1,20000,2,3,7,2,6,1,2,-4,1,0,1,6,8,680,1490
257,1,2,4,1,2,-4,1,25000,3,4,8,2,6,1,1,1,1,20000,2,6,8,104,693
258,1,6,2,4,3,-4,1,17000,2,5,8,6,2,4,3,-4,1,12000,2,6,8,1019,870
259,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2340
260,1,6,3,4,2,-4,1,29000,2,4,6,6,3,4,2,-4,1,0,2,4,8,1512,165
261,1,3,5,2,2,-4,1,-2,3,3,6,3,5,2,2,-4,1,-4,3,2,24,2402,2600
262,1,1,6,0,2,0,1,-2,5,2,5,1,7,0,2,1,1,-4,4,1,-2,1356,803
263,1,2,5,1,2,-4,1,-2,5,3,4,2,5,1,2,-4,1,-4,4,3,5,960,0
264,1,9,2,2,3,-4,2,20000,3,6,6,10,2,2,3,-4,0,20000,1,5,6,2200,1680
265,1,4,2,2,3,-4,1,36000,2,3,7,4,2,2,3,-4,1,36000,2,3,8,2264,2195
266,2,5,1,3,2,-4,1,48500,4,6,8,5,2,3,1,-4,1,60000,3,6,8,2860,2630
267,2,7,2,5,1,-4,1,40000,1,4,5,7,1,5,2,-4,1,44000,1,3,4,3065,2835
268,1,4,3,2,3,1,2,-2,2,6,7,10,3,2,3,1,1,28000,2,6,7,2700,1848
269,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
270,2,4,5,2,3,1,0,-2,1,4,8,4,6,2,3,2,0,15000,3,4,8,704,2392
271,2,1,5,0,3,3,0,-2,3,6,5,1,5,0,3,3,0,15000,3,6,6,1431,0
272,2,2,4,1,8,1,1,-4,4,5,5,2,5,1,3,1,1,10000,5,5,5,3785,520
273,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,3,3,1,1,-2,2,-2,7,-3,0
274,2,1,4,0,1,2,1,-2,2,6,8,1,4,0,1,2,1,25000,3,5,8,2132,2148
275,1,1,4,0,1,2,1,-2,1,3,7,1,4,0,1,2,1,30000,1,5,8,-3,1348
276,2,1,5,0,3,2,1,-4,2,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,420,3120
277,1,2,4,1,1,-4,1,15000,2,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1890,-4
278,1,4,3,2,3,1,1,40000,2,6,6,4,3,2,3,1,1,40000,2,6,4,2080,2080
279,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1976,1976
280,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,1,5,2,-4,1,65000,2,6,7,2384,2288
281,1,4,4,2,2,-4,1,32000,4,1,7,4,4,2,2,-4,1,35000,3,1,7,2795,2580
282,1,4,3,2,1,1,2,40000,1,3,8,4,3,2,1,1,2,35000,1,5,8,2520,2248
283,1,5,3,3,2,-4,1,35000,2,4,6,5,2,3,2,-4,1,36000,2,4,6,2308,2080
284,2,5,4,3,2,2,1,-4,3,1,7,5,4,3,2,2,1,-4,3,1,8,96,0
285,1,3,3,2,7,1,0,42000,3,4,3,3,4,2,3,2,0,46000,3,5,6,2754,2652
286,2,6,4,4,3,2,1,-2,2,3,6,6,4,4,3,2,1,-2,2,3,6,933,-3
287,1,3,3,2,2,0,1,47911,3,1,6,3,3,2,2,0,1,49600,2,1,6,2080,2080
288,2,4,6,2,1,1,1,28000,2,2,5,4,5,2,2,1,1,27000,2,3,6,2080,2030
289,2,4,5,2,2,-4,1,29000,3,6,4,4,5,2,2,-4,1,23000,3,6,4,2221,2097
290,2,4,2,2,1,-4,1,-2,1,3,8,4,2,2,1,-4,1,40000,2,2,7,1905,985
291,2,3,3,2,3,1,1,26000,3,2,6,3,3,2,3,1,1,26739,3,6,4,2065,1193
292,2,4,2,2,2,1,1,-2,2,6,5,4,2,2,2,1,1,50000,3,6,6,3384,3924
293,2,6,4,4,4,-4,1,500,3,6,7,6,1,4,4,-4,1,-2,3,6,6,960,2160
294,1,11,2,-3,3,-4,1,38000,1,6,6,7,3,5,3,1,1,38000,1,6,7,1895,2040
295,2,4,3,2,2,-4,1,25000,4,4,6,4,5,2,2,-4,1,20000,4,6,8,2244,542
296,2,6,1,4,8,-4,0,30000,4,3,7,6,3,4,7,1,0,7000,3,6,8,1080,630
297,1,3,2,2,3,-4,1,40000,3,6,7,3,3,2,3,-4,1,32000,3,4,8,2544,1840
298,2,4,4,2,2,-4,1,21500,2,4,5,4,4,2,1,-4,1,30000,3,6,8,2495,2350
299,1,4,2,2,3,-4,1,40000,2,6,6,4,2,2,3,-4,1,-2,2,6,7,1592,1402
300,2,6,3,4,3,1,-4,-4,2,4,8,6,3,4,3,1,1,-4,2,6,6,0,0
301,2,11,1,2,2,-4,1,60000,1,6,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3
302,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
303,2,6,1,4,2,-4,1,45000,2,6,6,6,2,4,1,-4,1,-4,1,5,7,1080,0
304,1,4,5,-3,2,-4,1,-2,2,6,8,4,5,-3,2,-4,1,40000,1,6,6,2350,-3
305,2,7,3,5,3,1,1,-4,3,5,6,7,3,5,3,1,1,2300,1,4,8,0,995
306,2,7,4,2,3,2,1,-4,1,4,5,7,4,5,3,2,1,-4,2,3,6,0,448
307,2,7,2,5,1,-4,1,75000,2,4,7,7,2,5,1,-4,1,74000,2,4,9,2949,1760
308,1,4,2,2,3,-4,1,-1,1,6,6,4,2,2,3,-4,1,-4,1,6,7,2920,1420
309,2,6,3,4,3,1,1,70000,2,3,6,6,3,4,3,1,1,-1,2,5,4,90,516
310,2,6,4,4,3,2,1,-4,1,3,6,6,4,4,3,2,1,-4,1,-2,4,0,0
311,1,6,1,4,2,-4,1,-2,3,5,6,6,1,4,2,-4,1,-2,4,4,5,5363,-3
312,2,11,3,2,2,-4,1,30000,2,4,7,11,3,2,2,-4,1,-2,2,6,6,1865,1820
313,2,6,2,4,3,-4,1,121993,1,6,8,6,3,4,3,1,1,87500,1,6,8,2145,135
314,1,7,3,5,1,-4,1,121993,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1924,-4
315,2,4,3,2,1,1,1,20000,3,5,6,4,3,2,1,1,1,-4,3,6,6,0,0
316,1,6,2,4,7,-4,1,12000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2184,42
317,2,9,3,3,8,2,1,57000,1,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
318,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
319,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
320,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,1200
321,1,3,3,2,3,1,1,59000,2,3,8,3,4,2,3,2,1,60000,3,4,7,2048,2326
322,2,11,2,4,2,-4,1,38000,3,6,7,11,2,4,2,-4,1,15000,3,6,5,1845,1320
323,1,4,2,2,1,-4,1,60000,1,6,7,4,2,2,1,-4,1,50006,3,6,7,2176,2288
324,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
325,1,11,3,4,2,-4,1,28000,2,4,8,11,2,4,2,-4,1,400,2,6,7,1280,72
326,2,6,2,4,1,-4,1,40000,3,6,7,6,2,4,1,-4,1,-4,2,6,8,360,1456
327,2,7,3,5,2,-4,1,52000,2,6,6,7,2,5,3,-4,1,69000,3,6,8,2160,2600
328,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
329,1,6,1,4,2,-4,1,5000,1,4,7,6,4,4,2,-4,1,12000,1,1,7,1040,540
330,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
331,2,4,1,2,2,-4,1,43000,1,6,8,9,1,2,2,-4,1,41000,1,6,8,2005,1820
332,1,11,1,4,2,-4,1,48000,3,4,7,11,1,4,2,-4,1,38000,3,6,7,2124,2276
333,2,4,2,2,2,-4,1,12000,1,2,8,4,2,2,1,-4,1,12000,2,6,8,996,848
334,2,6,2,4,1,-4,1,56000,3,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2215,2080
335,2,6,4,4,2,-4,1,0,3,4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,153,226
336,1,7,3,5,2,-4,1,65000,3,4,7,11,3,5,2,-4,1,63000,2,6,8,1989,2430
337,1,4,3,2,2,-4,1,68000,1,6,6,4,4,2,2,-4,1,68000,3,6,6,2080,2080
338,2,11,2,4,1,-4,1,60000,2,6,8,11,2,4,3,-4,1,-4,2,6,7,0,0
339,2,6,1,4,2,-4,1,35000,3,6,6,6,1,4,2,-4,1,80000,2,4,6,1932,2080
340,1,11,2,3,2,-4,1,-4,2,3,6,11,2,4,2,-4,1,-4,3,5,6,0,0
341,1,6,6,4,2,-4,1,-2,4,6,6,6,5,4,2,-4,1,20000,4,6,5,1624,2080
342,1,2,4,1,4,0,1,30000,4,4,5,2,2,1,5,0,1,-1,4,2,6,160,928
343,1,1,5,0,2,-4,-3,-4,1,3,5,1,3,0,2,-4,-3,-4,4,2,8,0,0
344,1,4,6,2,2,-4,1,-4,2,3,9,4,2,2,1,-4,1,-2,4,6,6,-3,-3
345,1,1,1,0,4,-4,1,3000,2,2,8,1,3,0,4,-4,1,-4,4,2,8,160,995
346,1,4,6,2,8,-4,1,35000,4,2,8,4,7,2,8,-4,1,15000,4,3,8,250,270
347,1,3,12,2,2,-4,1,-2,3,3,8,3,12,2,2,-4,1,12000,3,1,8,947,1258
348,1,1,4,0,3,2,1,11000,3,1,7,1,5,0,3,3,1,18000,2,1,7,1976,1920
349,1,3,3,2,2,0,1,9000,1,4,8,3,3,2,2,0,1,-4,3,2,8,1655,2440
350,1,3,4,2,3,2,1,35000,3,3,6,3,4,2,3,2,1,-4,2,6,6,1597,2080
351,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2655,2600
352,2,3,4,2,1,2,1,65000,1,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2250,2600
353,2,1,8,0,7,3,1,-2,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2820,3120
354,2,3,3,2,3,1,1,35000,3,6,7,3,3,2,3,1,1,33000,3,6,6,2080,2080
355,2,4,5,2,3,3,1,33000,3,5,8,4,5,2,4,3,1,33800,4,6,6,2206,2248
356,2,4,4,2,2,-4,1,1000,3,2,8,4,4,2,2,-4,1,-4,3,1,6,0,1498
357,1,4,5,2,2,-4,1,43000,3,6,7,4,1,2,2,-4,1,54000,3,4,8,2121,2080
358,1,5,5,3,3,1,1,-2,3,2,6,5,5,3,3,1,1,38000,3,3,6,2060,2011
359,2,4,3,2,3,1,1,-2,2,3,8,4,4,2,3,2,1,-4,2,3,4,1302,0
360,1,6,4,4,2,-4,1,50000,2,6,6,6,3,4,3,-4,1,50000,2,6,7,2130,2340
361,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
362,2,4,6,2,3,4,1,2139,2,6,5,4,6,2,3,4,1,31000,2,6,6,2223,2178
