PUBID,GENDER,ENROLL_STAT_2010,HH_SIZE_2010,HIGHEST_DEGREE_2010,MARITAL_STAT_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,INCOME_2010,GENERAL_HEALTH_2010,HOURS_PER_WEEK_COMPUTER_2010,HOURS_PER_NIGHT_SLEEP_2010,ENROLL_STAT_2011,HH_SIZE_2011,HIGHEST_DEGREE_2011,MARITAL_STAT_2011,BIO_CHILD_HH_2011,URBAN-RURAL_2011,INCOME_2011,GENERAL_HEALTH_2011,HOURS_PER_WEEK_COMPUTER_2011,ENROLL_STAT_2011,TOTAL_HOURS_WORKED_2010,TOTAL_HOURS_WORKED_2011
222,1,5,4,3,2,-4,1,-2,2,6,5,5,4,3,2,-4,1,80000,2,6,5,2120,2595
223,1,9,4,2,2,-4,1,-2,2,6,7,9,4,2,2,-4,1,-4,1,6,7,200,0
224,2,3,2,2,3,-4,1,36000,2,6,7,3,2,2,3,-4,1,36000,2,6,6,2059,2057
225,1,3,2,2,3,-4,1,63000,2,6,5,3,2,2,3,-4,1,48000,2,6,4,3172,3252
226,2,4,2,2,6,1,1,-2,4,1,8,4,1,2,6,0,1,-2,2,1,13,2107,1120
227,2,1,1,0,2,-3,1,-2,2,1,8,1,1,0,2,0,1,-4,3,5,9,680,0
228,1,10,3,3,2,-4,1,30000,2,6,5,10,3,3,2,-4,1,25000,2,5,6,1090,1540
229,2,6,5,4,1,-4,1,42000,1,3,6,6,3,4,2,-4,1,40000,1,3,6,-3,1505
230,1,6,4,4,2,-4,1,40000,2,6,7,6,4,4,2,-4,1,45000,2,6,8,2125,2325
231,1,4,1,1,6,0,1,-4,1,2,8,4,1,1,6,0,1,-4,4,4,8,0,0
232,1,10,2,3,2,-4,1,-2,2,3,8,10,2,3,2,-4,1,28000,1,4,8,-3,1620
233,1,4,5,2,1,2,1,25000,2,5,8,4,5,2,1,2,1,28000,2,4,8,2084,2157
234,2,3,3,2,1,1,1,-2,3,6,6,3,4,2,1,2,1,27000,3,3,6,2080,2120
235,2,6,1,4,2,-4,1,50000,1,4,7,6,1,4,2,-4,1,50000,1,6,7,1950,2820
236,2,5,1,3,2,-4,1,-2,2,5,7,5,1,3,2,-4,1,36000,1,6,5,3320,2200
237,1,6,5,4,2,-4,1,35000,2,6,7,6,5,4,2,-4,1,42000,2,6,6,2080,2120
238,2,6,2,4,2,-4,1,-4,2,6,8,6,1,4,2,-4,1,-4,2,6,8,0,0
239,1,4,1,2,2,-4,1,8000,2,4,8,4,1,2,2,-4,1,-2,2,2,7,192,2413
240,2,6,2,4,2,-4,1,45000,1,6,7,6,2,4,2,-4,1,70000,1,6,6,2600,2455
241,2,11,6,4,2,-4,1,26000,2,6,8,7,6,5,2,-4,1,41659,2,6,8,1795,1988
242,1,4,5,2,2,-4,1,58000,1,6,5,10,5,2,2,-4,1,60000,5,6,6,2328,2732
243,2,4,3,2,3,1,1,-4,3,5,7,4,3,2,-3,1,1,-4,3,6,6,0,800
244,1,4,6,2,2,-4,1,-2,2,6,7,4,6,2,2,-4,1,38000,3,6,6,2180,2306
245,2,7,5,5,2,-4,1,-2,1,4,8,7,5,5,2,-4,1,15000,3,5,6,2130,2470
246,1,7,2,5,2,-4,1,70000,1,6,7,7,1,5,2,-4,1,70000,1,6,8,2080,2120
247,1,6,3,4,2,-4,1,46000,4,6,5,6,3,4,2,-4,1,57000,3,6,6,2820,2905
248,2,6,2,4,2,-4,1,52000,2,6,9,6,2,4,2,-4,1,48000,2,6,9,2460,3180
249,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2650
250,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
251,1,6,4,4,2,-4,1,55000,1,6,10,6,4,4,2,-4,1,55000,1,6,8,3540,3180
252,2,7,3,5,2,-4,1,17000,2,6,7,7,2,5,-3,-4,1,-2,2,6,7,1720,2200
253,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
254,1,4,1,2,2,-4,1,55000,2,4,8,4,1,2,2,-4,1,60000,2,4,6,8568,8904
255,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2320,1855
256,1,2,6,1,2,-4,1,0,1,6,8,2,2,1,1,-4,1,-4,1,6,7,1490,1600
257,1,2,6,1,1,1,1,20000,2,6,8,2,6,1,1,1,1,30000,3,3,7,693,120
258,1,6,2,4,3,-4,1,12000,2,6,8,11,2,4,3,-4,1,8000,2,6,7,870,745
259,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2430
260,1,6,3,4,2,-4,1,0,2,4,8,6,3,4,2,-4,1,-2,1,6,7,165,390
261,1,3,5,2,2,-4,1,-4,3,2,24,3,5,2,2,-4,1,24000,2,3,6,2600,2650
262,1,1,7,0,2,1,1,-4,4,1,-2,1,7,0,2,1,1,-4,4,1,4,803,977
263,1,2,5,1,2,-4,1,-4,4,3,5,2,6,1,2,-4,1,-4,5,2,4,0,0
264,1,10,2,2,3,-4,0,20000,1,5,6,10,3,2,3,1,0,24000,1,6,5,1680,2160
265,1,4,2,2,3,-4,1,36000,2,3,8,4,2,2,3,-4,1,38000,1,6,7,2195,2251
266,2,5,2,3,1,-4,1,60000,3,6,8,5,1,3,2,-4,1,90000,3,6,8,2630,1400
267,2,7,1,5,2,-4,1,44000,1,3,4,7,1,5,2,-4,1,44000,1,4,5,2835,2650
268,1,10,3,2,3,1,1,28000,2,6,7,5,5,3,3,1,1,36000,2,6,6,1848,1805
269,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
270,2,4,6,2,3,2,0,15000,3,4,8,4,6,2,3,2,0,26000,2,6,7,2392,2120
271,2,1,5,0,3,3,0,15000,3,6,6,1,5,0,3,3,0,-4,3,6,5,0,0
272,2,2,5,1,3,1,1,10000,5,5,5,2,4,1,8,1,1,-4,4,6,5,520,850
273,2,5,3,3,3,1,1,-2,2,-2,7,5,8,3,8,1,1,-4,2,4,7,0,224
274,2,1,4,0,1,2,1,25000,3,5,8,1,4,0,1,2,1,25000,2,2,8,2148,1935
275,1,1,4,0,1,2,1,30000,1,5,8,1,4,0,1,2,1,-2,3,3,6,1348,2940
276,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,0,3,2,1,14000,2,1,8,3120,2200
277,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
278,1,4,3,2,3,1,1,40000,2,6,4,4,3,2,3,1,1,40000,2,6,4,2080,2120
279,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,5,5,2,-4,1,70000,1,6,8,1976,2014
280,1,7,1,5,2,-4,1,65000,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2288,2548
281,1,4,4,2,2,-4,1,35000,3,1,7,4,4,2,2,0,1,45000,4,1,6,2580,2385
282,1,4,3,2,1,1,2,35000,1,5,8,4,4,2,2,0,1,30000,1,3,8,2248,3549
283,1,5,2,3,2,-4,1,36000,2,4,6,5,3,3,2,-4,1,37000,2,5,6,2080,2120
284,2,5,4,3,2,2,1,-4,3,1,8,5,4,3,1,2,1,-4,3,6,7,0,440
285,1,3,4,2,3,2,0,46000,3,5,6,3,4,2,3,2,0,46975,4,6,4,2652,2838
286,2,6,4,4,3,2,1,-2,2,3,6,6,4,4,3,2,1,7000,2,4,8,-3,-3
287,1,3,3,2,2,0,1,49600,2,1,6,3,3,2,2,0,1,54000,3,1,6,2080,2132
288,2,4,5,2,2,1,1,27000,2,3,6,9,5,2,2,1,1,29000,3,3,4,2030,1855
289,2,4,5,2,2,-4,1,23000,3,6,4,4,5,2,2,-4,1,25000,2,6,5,2097,1855
290,2,4,2,2,1,-4,1,40000,2,2,7,4,3,2,1,1,1,15000,2,2,10,985,855
291,2,3,3,2,3,1,1,26739,3,6,4,3,3,2,3,1,1,-2,3,6,5,1193,0
292,2,4,2,2,2,1,1,50000,3,6,6,4,3,2,1,1,1,50000,3,3,3,3924,3289
293,2,6,1,4,4,-4,1,-2,3,6,6,6,1,4,4,-4,1,35000,2,6,7,2160,1725
294,1,7,3,5,3,1,1,38000,1,6,7,7,3,5,3,1,1,42000,1,6,7,2040,2250
295,2,4,5,2,2,-4,1,20000,4,6,8,4,5,2,2,-4,1,-4,4,6,6,542,712
296,2,6,3,4,7,1,0,7000,3,6,8,6,3,4,3,1,1,-2,2,6,6,630,2205
297,1,3,3,2,3,-4,1,32000,3,4,8,3,3,2,3,-4,1,-4,3,6,8,1840,40
298,2,4,4,2,1,-4,1,30000,3,6,8,4,4,2,1,-4,1,36000,3,6,6,2350,2552
299,1,4,2,2,3,-4,1,-2,2,6,7,4,2,2,3,-4,1,-4,2,6,6,1402,904
300,2,6,3,4,3,1,1,-4,2,6,6,6,4,4,3,2,0,-4,1,4,8,0,0
301,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,2,5,1,-4,1,60000,2,5,6,-3,-3
302,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
303,2,6,2,4,1,-4,1,-4,1,5,7,6,2,4,1,-4,1,-4,1,6,7,0,0
304,1,4,5,-3,2,-4,1,40000,1,6,6,4,5,2,2,-4,1,60000,2,6,6,-3,-3
305,2,7,3,5,3,1,1,2300,1,4,8,11,3,5,3,1,1,-1,2,4,6,995,1855
306,2,7,4,5,3,2,1,-4,2,3,6,7,4,5,3,2,1,-1,2,4,6,448,1540
307,2,7,2,5,1,-4,1,74000,2,4,9,7,2,5,1,-4,1,70000,2,4,7,1760,2915
308,1,4,2,2,3,-4,1,-4,1,6,7,4,2,2,3,-4,1,-1,1,6,5,1420,-3
309,2,6,3,4,3,1,1,-1,2,5,4,6,3,4,3,1,1,-4,1,6,8,516,-3
310,2,6,4,4,3,2,1,-4,1,-2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
311,1,6,1,4,2,-4,1,-2,4,4,5,6,2,4,3,-4,1,-2,4,-2,4,-3,-3
312,2,11,3,2,2,-4,1,-2,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1820,1715
313,2,6,3,4,3,1,1,87500,1,6,8,6,3,4,3,1,1,40000,1,5,8,135,0
314,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
315,2,4,3,2,1,1,1,-4,3,6,6,4,3,2,1,1,1,-4,2,4,5,0,0
316,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,42,-4
317,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
318,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
319,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
320,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1200,2120
321,1,3,4,2,3,2,1,60000,3,4,7,3,4,2,3,2,1,85000,3,4,8,2326,2162
322,2,11,2,4,2,-4,1,15000,3,6,5,11,2,4,2,-4,1,20000,2,6,6,1320,-3
323,1,4,2,2,1,-4,1,50006,3,6,7,4,2,2,1,-4,1,68000,2,6,7,2288,2284
324,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
325,1,11,2,4,2,-4,1,400,2,6,7,11,2,4,2,-4,1,-2,2,5,8,72,405
326,2,6,2,4,1,-4,1,-4,2,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1456,2680
327,2,7,2,5,3,-4,1,69000,3,6,8,7,2,5,3,-4,1,71000,2,5,8,2600,2470
328,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
329,1,6,4,4,2,-4,1,12000,1,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,540,0
330,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
331,2,9,1,2,2,-4,1,41000,1,6,8,9,1,2,4,-4,1,42800,2,6,8,1820,1855
332,1,11,1,4,2,-4,1,38000,3,6,7,6,1,4,2,-4,1,42000,3,6,7,2276,2268
333,2,4,2,2,1,-4,1,12000,2,6,8,-3,2,2,1,-4,1,9120,1,4,8,848,1060
334,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,4,1,-4,1,65000,3,6,7,2080,2120
335,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,226,2340
336,1,11,3,5,2,-4,1,63000,2,6,8,7,3,5,3,1,1,63000,1,5,8,2430,3036
337,1,4,4,2,2,-4,1,68000,3,6,6,4,3,2,2,-4,1,82000,3,6,6,2080,2200
338,2,11,2,4,3,-4,1,-4,2,6,7,11,2,4,3,-4,1,1000,2,4,7,0,32
339,2,6,1,4,2,-4,1,80000,2,4,6,6,1,4,2,-4,1,80000,3,4,7,2080,2100
340,1,11,2,4,2,-4,1,-4,3,5,6,7,7,5,2,-4,1,-4,2,6,6,0,0
341,1,6,5,4,2,-4,1,20000,4,6,5,6,7,4,2,-4,1,33000,4,6,7,2080,2120
342,1,2,2,1,5,0,1,-1,4,2,6,2,5,1,5,0,1,-2,4,2,6,928,895
343,1,1,3,0,2,-4,-3,-4,4,2,8,1,6,0,2,-4,1,-4,1,2,8,0,828
344,1,4,2,2,1,-4,1,-2,4,6,6,4,6,2,1,-4,1,-2,3,3,7,-3,-3
345,1,1,3,0,4,-4,1,-4,4,2,8,1,3,0,3,-4,1,-2,4,3,8,995,627
346,1,4,7,2,8,-4,1,15000,4,3,8,4,1,2,8,-4,1,15000,1,2,6,270,1988
347,1,3,12,2,2,-4,1,12000,3,1,8,3,13,2,2,-4,1,13000,3,1,8,1258,1340
348,1,1,5,0,3,3,1,18000,2,1,7,1,5,0,3,3,1,14000,2,1,7,1920,1888
349,1,3,3,2,2,0,1,-4,3,2,8,3,3,2,2,0,1,12000,3,3,7,2440,2080
350,1,3,4,2,3,2,1,-4,2,6,6,3,4,2,3,2,1,40000,3,4,6,2080,2120
351,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,2,7,3,1,68000,3,4,5,2600,2665
352,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2600,2650
353,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3120,3540
354,2,3,3,2,3,1,1,33000,3,6,6,3,3,2,3,1,1,-2,4,6,6,2080,2120
355,2,4,5,2,4,3,1,33800,4,6,6,4,4,2,4,3,1,34000,2,6,6,2248,2162
356,2,4,4,2,2,-4,1,-4,3,1,6,4,4,2,2,-4,1,2000,3,3,8,1498,2120
357,1,4,1,2,2,-4,1,54000,3,4,8,4,2,2,1,-4,1,50000,3,6,7,2080,2120
358,1,5,5,3,3,1,1,38000,3,3,6,5,3,3,3,1,1,48000,4,4,6,2011,2345
359,2,4,4,2,3,2,1,-4,2,3,4,4,4,2,3,2,1,-4,3,6,8,0,1000
360,1,6,3,4,3,-4,1,50000,2,6,7,6,2,4,3,-4,1,60000,2,6,8,2340,2560
361,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
362,2,4,6,2,3,4,1,31000,2,6,6,4,6,2,3,4,1,30000,2,6,6,2178,2120
363,2,4,4,2,3,2,1,28000,2,6,3,4,4,2,3,2,1,28000,3,1,6,2010,1558
364,2,4,2,2,2,-4,1,34000,3,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,40
365,2,4,3,2,6,0,1,-4,2,6,6,4,3,2,6,0,1,20000,2,6,6,520,0
366,2,6,2,4,2,-4,1,51000,3,3,6,6,2,4,2,-4,1,51000,3,6,7,2390,2530
367,1,5,1,3,2,-4,1,30000,2,3,6,5,2,3,2,-4,0,30000,2,6,8,1900,2080
368,2,4,5,2,3,1,1,25000,2,6,8,4,5,2,3,1,1,30000,3,6,5,2000,2120
369,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
370,1,1,4,0,8,0,1,-4,2,5,3,1,5,0,8,0,1,-4,4,3,3,3600,3644
371,2,1,7,0,3,5,2,-4,3,2,7,1,8,0,3,5,1,-4,3,4,6,0,1255
372,1,4,1,2,2,-4,1,26000,2,4,7,4,1,2,2,-4,1,24000,2,4,8,2080,2122
373,2,4,2,2,6,-4,1,-2,2,6,7,4,3,2,6,-4,1,26000,1,6,8,2111,2030
374,2,3,2,2,3,-4,1,28000,3,6,12,3,2,2,3,-4,1,21000,3,6,12,2040,0
375,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
376,1,4,1,2,2,-4,1,55000,1,6,7,4,1,2,2,-4,1,85000,1,6,7,2080,980
377,2,3,5,2,1,1,1,-4,2,3,7,3,4,2,1,1,1,20000,3,3,6,568,2524
378,1,4,3,2,2,-4,1,40000,3,6,8,4,3,2,2,-4,1,50000,3,6,7,2094,2226
379,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
380,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
381,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
382,2,11,3,4,2,-4,1,40000,1,6,6,6,5,4,3,1,1,40000,1,6,4,1840,2120
383,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
384,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
385,1,4,7,2,1,1,1,25000,4,6,6,4,6,2,1,2,1,50000,4,6,6,2915,3260
386,1,4,2,2,1,-4,1,47500,2,6,8,4,3,2,1,-4,1,47000,2,6,7,2100,2120
387,2,2,6,1,3,3,1,-2,3,1,5,2,7,1,3,3,1,-4,3,6,8,120,275
388,2,1,6,0,3,4,1,5000,3,1,10,1,6,0,3,4,1,4000,3,1,8,528,136
389,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
390,2,4,6,2,3,2,1,30000,3,6,5,4,4,2,3,2,1,-2,2,6,5,1316,2136
391,1,11,1,4,2,-4,1,55000,1,5,8,6,5,4,2,-4,1,60000,3,6,7,2416,2530
392,1,4,4,2,3,2,1,43000,2,6,7,4,4,2,3,2,1,41000,3,6,7,1924,1961
393,1,5,2,3,1,-4,1,1500,1,6,6,5,1,3,2,-4,1,15000,1,6,5,950,2615
394,1,6,3,4,2,-4,1,45000,2,5,8,6,3,4,2,-4,1,80000,2,3,8,2580,3492
395,1,9,4,2,2,-4,1,16000,2,5,7,5,4,3,2,-4,1,15000,2,6,6,1605,1855
396,1,6,2,4,1,-4,1,36000,2,6,7,6,3,4,1,-4,1,36000,1,6,8,2500,2120
397,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,2,-4,0,32000,3,4,5,2340,2790
398,1,4,2,2,2,-4,1,60000,1,6,4,4,1,2,2,-4,1,35000,1,4,3,2916,1957
399,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
400,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,3,4,3,1,1,80000,1,6,7,2340,2375
401,1,4,4,2,2,-4,1,2000,2,6,8,9,5,2,2,-4,1,-4,3,6,7,0,0
402,2,3,4,2,1,-4,1,20000,3,6,7,3,6,2,1,-4,1,23000,3,6,7,2308,2115
403,2,4,4,2,7,2,1,2000,2,6,8,4,5,2,7,2,1,-4,3,3,4,0,0
404,1,7,4,5,3,2,0,47000,2,6,7,7,4,5,3,2,0,49000,2,6,7,2337,2348
405,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
406,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2912,2968
407,2,3,6,2,3,4,1,15600,1,2,8,3,6,2,3,4,1,-4,3,3,8,0,0
408,1,9,3,2,2,-4,1,35000,2,6,6,9,3,2,2,-4,1,37000,3,6,5,2080,2120
409,2,3,2,2,1,-4,1,9500,3,2,6,3,2,2,1,-4,1,35000,3,2,6,3805,4855
410,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1872,1908
411,2,4,5,2,2,3,1,-4,3,1,9,4,5,2,2,3,1,-4,3,1,8,0,0
412,1,7,2,5,1,-4,1,-4,2,6,7,11,2,5,1,-4,1,-4,2,6,7,0,0
413,1,3,2,2,2,-4,1,20000,4,4,6,3,2,2,2,-4,1,20000,4,4,6,2096,1580
414,2,3,1,2,2,-4,1,-4,5,1,5,3,1,2,2,-4,1,-4,5,6,4,0,0
415,2,6,1,4,2,-4,1,65000,3,4,7,6,2,4,2,-4,1,64000,2,4,7,1812,2467
416,2,7,2,7,3,-4,1,130254,3,6,7,7,3,7,3,1,1,146002,2,6,5,3600,3380
417,2,6,3,4,2,-4,1,45000,1,6,8,6,3,4,2,-4,1,45000,2,6,8,2110,2385
418,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2185,2120
419,1,4,3,2,2,-4,1,-4,2,6,6,10,3,2,2,-4,1,-4,2,6,6,408,662
420,1,6,2,4,3,-4,1,56000,2,6,7,6,2,4,3,-4,1,59000,2,6,6,2040,2120
421,1,4,2,2,1,-4,1,20000,3,4,7,4,3,2,1,1,1,36000,4,6,7,1620,-3
422,1,6,3,4,2,-4,1,-2,2,4,7,6,2,4,1,-4,1,40000,2,3,6,2335,2129
423,2,5,3,3,8,-4,1,25000,3,6,6,5,2,3,7,-4,1,28000,3,6,5,1462,1260
424,2,6,2,4,2,-4,1,45000,1,6,7,6,2,4,2,-4,1,55000,3,6,6,2427,2619
425,2,6,4,4,3,2,1,30000,2,3,7,6,4,4,3,2,1,35000,2,3,8,908,2040
426,2,3,2,2,2,-4,1,0,4,1,8,3,2,2,2,-4,1,25000,4,5,7,1665,1283
427,1,3,4,2,2,0,1,20000,2,3,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,855
428,2,4,4,1,4,3,1,24000,1,3,8,4,6,1,5,4,1,32000,1,3,8,2250,2226
429,1,1,2,0,2,-4,1,-4,3,6,12,1,2,0,2,-4,1,-4,4,6,10,300,995
430,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
431,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
432,1,3,6,2,1,2,1,130254,1,6,8,3,6,2,1,2,1,70000,1,5,7,2130,2650
433,2,9,10,2,2,-4,1,-4,3,4,8,4,10,2,2,-4,1,25000,3,6,8,2865,3180
434,1,3,3,2,2,-4,1,16000,3,6,9,3,3,2,2,-4,1,20000,3,6,7,1363,-3
435,2,7,3,7,3,1,1,-2,2,3,6,7,3,7,3,1,1,38000,4,6,9,1890,2548
436,2,1,5,0,3,3,2,-4,4,2,7,1,5,0,3,3,2,400,4,3,8,522,736
437,2,4,5,2,3,3,1,-4,1,4,6,4,5,2,3,3,1,-4,1,6,6,0,0
438,1,3,2,2,8,1,1,30000,1,6,6,3,4,2,8,1,1,30000,1,6,6,2336,2514
439,2,1,5,0,3,1,1,2000,2,3,8,1,3,0,3,1,1,15000,1,3,8,1924,1745
440,1,4,2,2,8,0,1,30000,1,6,6,4,2,2,8,0,1,60000,1,1,7,300,2164
441,1,1,3,0,7,1,1,12000,1,1,8,1,2,0,8,1,1,-1,3,1,8,1680,2120
442,2,9,2,2,3,-4,1,11000,2,4,8,9,2,2,3,-4,1,9000,4,6,8,756,919
443,1,3,3,2,5,1,1,1200,1,3,8,3,3,2,3,1,1,10000,1,5,6,2320,1740
444,2,1,4,0,1,1,1,-4,3,3,6,1,5,0,2,1,1,-4,2,4,7,0,696
445,1,9,1,2,2,-4,1,29000,3,2,6,4,1,2,2,-4,1,32000,2,3,6,1420,2610
446,1,3,6,2,5,4,1,50000,3,6,6,3,5,2,5,4,1,50000,2,6,5,3260,2850
447,2,3,5,2,2,-4,1,-4,4,2,8,3,5,2,2,-4,1,-4,4,3,6,0,690
448,2,3,5,2,2,1,1,15000,4,1,5,3,5,2,2,1,1,-4,4,1,5,416,-3
449,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
450,2,4,4,2,3,2,1,20000,3,5,8,4,4,2,3,2,1,10000,3,3,8,1440,0
451,1,2,2,1,2,1,1,24000,3,6,7,2,1,1,2,0,1,27000,1,6,6,2080,2240
452,2,1,10,0,3,6,1,-4,3,3,6,1,8,0,3,6,1,-4,1,2,7,0,428
453,2,1,7,0,3,1,1,-4,3,3,5,1,7,0,3,2,1,-4,3,4,7,0,0
454,1,4,3,2,2,-4,1,25000,3,6,6,4,1,2,2,-4,1,25000,2,3,6,1560,3530
455,1,4,7,2,3,1,1,38000,3,6,5,4,7,2,3,1,1,6400,3,6,5,827,2266
456,1,7,3,5,2,-4,1,45000,1,6,7,7,3,5,2,-4,1,45000,1,6,8,2184,2409
457,1,3,8,2,4,0,1,40000,3,3,8,3,9,2,5,1,1,14000,3,2,6,2960,2652
458,1,4,2,2,1,-4,1,60000,3,6,7,4,2,2,1,-4,1,50000,2,6,7,1826,1550
459,2,5,3,3,2,-4,1,-2,2,3,10,5,3,3,2,-4,1,-1,2,3,8,-3,-3
460,2,3,8,2,2,1,1,-2,3,2,8,3,7,2,2,2,1,12000,2,4,6,2030,1435
461,2,1,6,0,1,1,1,15000,3,1,6,1,9,0,1,1,1,25000,2,1,5,2172,2385
462,2,3,7,2,2,3,1,10000,3,1,8,3,8,2,2,4,1,15000,2,1,6,1824,1320
463,1,1,2,0,4,0,-4,-4,2,1,8,1,1,0,4,0,-4,-2,2,1,8,1740,4389
464,2,4,4,2,2,1,1,24000,1,6,9,4,4,2,2,1,1,29000,1,6,6,2080,2168
465,2,4,6,2,3,2,1,-4,3,4,6,4,6,2,3,2,1,-4,3,5,7,0,600
466,1,8,4,0,3,2,1,31000,3,4,10,2,4,1,3,2,1,33000,4,4,8,2046,2457
